zipcode,population,country
26149,2140,USA
26150,5811,USA
26151,467,USA
26152,129,USA
26155,8095,USA
26159,2598,USA
26160,900,USA
26161,374,USA
26162,39,USA
26164,7674,USA
26167,738,USA
26169,772,USA
26170,6296,USA
26175,3077,USA
26178,402,USA
26180,2199,USA
26181,5938,USA
26184,2237,USA
26187,6209,USA
26201,19008,USA
26202,568,USA
26203,341,USA
26205,3337,USA
26206,2623,USA
26208,850,USA
26209,203,USA
26210,95,USA
26215,132,USA
26217,286,USA
26218,2680,USA
26222,477,USA
26224,176,USA
26228,110,USA
26230,90,USA
26234,1122,USA
26236,48,USA
26237,574,USA
26238,796,USA
26241,13931,USA
26250,5448,USA
26253,3229,USA
26254,346,USA
26257,701,USA
26259,316,USA
26260,1261,USA
26261,2300,USA
26263,405,USA
26264,540,USA
26266,239,USA
26267,556,USA
26268,41,USA
26269,1001,USA
26270,666,USA
26271,239,USA
26273,1964,USA
26275,609,USA
26276,398,USA
26278,600,USA
26280,1490,USA
26282,146,USA
26283,1655,USA
26285,492,USA
26287,2924,USA
26288,3439,USA
26289,57,USA
26291,174,USA
26292,806,USA
26293,540,USA
26294,537,USA
26296,123,USA
26298,67,USA
26301,28586,USA
26320,719,USA
26321,332,USA
26323,371,USA
26325,255,USA
26327,56,USA
26330,15887,USA
26335,1100,USA
26337,1006,USA
26338,638,USA
26339,206,USA
26342,464,USA
26343,538,USA
26346,675,USA
26347,2353,USA
26348,206,USA
26349,181,USA
26351,4264,USA
26354,10421,USA
26361,204,USA
26362,2919,USA
26366,85,USA
26369,596,USA
26372,702,USA
26374,1464,USA
26376,467,USA
26377,584,USA
26378,4246,USA
26384,396,USA
26385,3380,USA
26386,1973,USA
26404,222,USA
26405,1155,USA
26408,2745,USA
26410,983,USA
26411,703,USA
26412,569,USA
26415,3598,USA
26416,7026,USA
26419,761,USA
26421,232,USA
26422,332,USA
26424,199,USA
26425,994,USA
26426,6849,USA
26430,396,USA
26431,5759,USA
26435,87,USA
26436,165,USA
26437,419,USA
26438,244,USA
26440,1243,USA
26443,229,USA
26444,3228,USA
26447,1174,USA
26448,1154,USA
26451,449,USA
26452,9861,USA
26456,3134,USA
26463,412,USA
26501,19200,USA
26505,39057,USA
26506,1328,USA
26508,36907,USA
26519,1825,USA
26520,791,USA
26521,242,USA
26524,172,USA
26525,8542,USA
26534,868,USA
26537,5498,USA
26541,3337,USA
26542,2439,USA
26543,122,USA
26544,135,USA
26546,114,USA
26547,2626,USA
26554,42133,USA
26559,1369,USA
26560,165,USA
26562,621,USA
26563,380,USA
26568,467,USA
26570,3278,USA
26571,1800,USA
26572,422,USA
26574,672,USA
26575,574,USA
26576,601,USA
26581,822,USA
26582,4597,USA
26585,523,USA
26586,88,USA
26587,290,USA
26588,2758,USA
26590,702,USA
26591,1320,USA
26601,4220,USA
26610,1095,USA
26611,214,USA
26615,165,USA
26617,231,USA
26619,558,USA
26621,694,USA
26623,1048,USA
26624,2507,USA
26627,368,USA
26629,407,USA
26631,217,USA
26636,363,USA
26638,222,USA
26651,8774,USA
26656,474,USA
26660,330,USA
26662,658,USA
26667,95,USA
26671,309,USA
26676,409,USA
26678,1203,USA
26679,1753,USA
26680,441,USA
26681,1860,USA
26684,179,USA
26690,468,USA
26691,468,USA
26704,5532,USA
26705,959,USA
26707,226,USA
26710,1967,USA
26711,2527,USA
26714,565,USA
26716,656,USA
26717,1063,USA
26719,2375,USA
26720,186,USA
26722,702,USA
26726,13137,USA
26731,253,USA
26739,749,USA
26743,1436,USA
26750,726,USA
26753,5991,USA
26755,571,USA
26757,6218,USA
26761,637,USA
26763,1577,USA
26764,4085,USA
26767,644,USA
26801,1304,USA
26802,937,USA
26804,480,USA
26807,2426,USA
26808,814,USA
26810,372,USA
26812,1791,USA
26814,407,USA
26815,581,USA
26817,403,USA
26818,986,USA
26823,150,USA
26833,2253,USA
26836,6331,USA
26838,48,USA
26845,823,USA
26847,6014,USA
26851,2012,USA
26852,931,USA
26855,654,USA
26865,448,USA
26866,776,USA
26884,271,USA
26886,185,USA
27006,14963,USA
27007,2051,USA
27009,2860,USA
27011,5210,USA
27012,29954,USA
27013,6257,USA
27014,798,USA
27016,1693,USA
27017,8976,USA
27018,7550,USA
27019,3768,USA
27020,6168,USA
27021,17345,USA
27022,1399,USA
27023,13214,USA
27024,2589,USA
27025,10769,USA
27027,4006,USA
27028,26479,USA
27030,36995,USA
27040,12409,USA
27041,7501,USA
27042,664,USA
27043,6322,USA
27045,9548,USA
27046,1977,USA
27047,1169,USA
27048,7910,USA
27050,3929,USA
27051,8195,USA
27052,9861,USA
27053,2883,USA
27054,2602,USA
27055,14109,USA
27101,21654,USA
27103,36023,USA
27104,30533,USA
27105,39977,USA
27106,49115,USA
27107,49834,USA
27109,3120,USA
27110,2138,USA
27127,39809,USA
27201,93,USA
27202,41,USA
27203,21869,USA
27205,33562,USA
27207,3724,USA
27208,1790,USA
27209,4016,USA
27212,2667,USA
27213,83,USA
27214,12417,USA
27215,44620,USA
27217,39556,USA
27229,3228,USA
27231,1939,USA
27233,3477,USA
27235,4876,USA
27239,8839,USA
27242,1807,USA
27243,4622,USA
27244,16671,USA
27247,111,USA
27248,4535,USA
27249,13537,USA
27252,1584,USA
27253,32010,USA
27256,101,USA
27258,7088,USA
27259,124,USA
27260,24573,USA
27262,25253,USA
27263,21613,USA
27265,52530,USA
27268,1613,USA
27278,28846,USA
27281,3299,USA
27282,15966,USA
27283,3056,USA
27284,56859,USA
27288,23375,USA
27291,1559,USA
27292,39337,USA
27295,39042,USA
27298,10583,USA
27299,5057,USA
27301,10752,USA
27302,33237,USA
27305,1425,USA
27306,6399,USA
27310,8331,USA
27311,3321,USA
27312,21572,USA
27313,6792,USA
27314,1026,USA
27315,1892,USA
27316,6664,USA
27317,17563,USA
27320,37843,USA
27325,5775,USA
27326,3679,USA
27330,39489,USA
27332,36020,USA
27340,149,USA
27341,5235,USA
27342,39,USA
27343,1656,USA
27344,17834,USA
27349,6308,USA
27350,6550,USA
27351,71,USA
27355,2688,USA
27356,2989,USA
27357,9190,USA
27358,15173,USA
27360,47165,USA
27370,15119,USA
27371,7284,USA
27374,376,USA
27376,9317,USA
27377,11341,USA
27379,4463,USA
27401,21854,USA
27403,23679,USA
27405,51506,USA
27406,61597,USA
27407,49803,USA
27408,17896,USA
27409,17378,USA
27410,54968,USA
27411,1776,USA
27412,3353,USA
27455,30913,USA
27501,20918,USA
27502,45725,USA
27503,6012,USA
27504,16613,USA
27505,7005,USA
27506,1153,USA
27507,1813,USA
27508,2077,USA
27509,7650,USA
27510,14801,USA
27511,32786,USA
27513,46526,USA
27514,33809,USA
27516,45841,USA
27517,28837,USA
27518,21807,USA
27519,65923,USA
27520,46478,USA
27521,6345,USA
27522,13630,USA
27523,17320,USA
27524,13258,USA
27525,16684,USA
27526,56089,USA
27527,33827,USA
27529,54250,USA
27530,37470,USA
27531,584,USA
27533,361,USA
27534,30844,USA
27536,15998,USA
27537,23635,USA
27539,26326,USA
27540,44302,USA
27541,4026,USA
27542,9607,USA
27544,3824,USA
27545,32567,USA
27546,20637,USA
27549,24558,USA
27551,2052,USA
27553,1944,USA
27555,458,USA
27556,139,USA
27557,8336,USA
27559,2412,USA
27560,38959,USA
27562,3800,USA
27563,4970,USA
27565,24676,USA
27568,1187,USA
27569,8854,USA
27570,24,USA
27571,8627,USA
27572,6652,USA
27573,11017,USA
27574,14320,USA
27576,17568,USA
27577,24972,USA
27581,3646,USA
27582,313,USA
27583,7204,USA
27584,104,USA
27587,76647,USA
27589,6927,USA
27591,24677,USA
27592,18115,USA
27593,31,USA
27594,63,USA
27596,19023,USA
27597,27178,USA
27599,16,USA
27601,9965,USA
27603,54616,USA
27604,46076,USA
27605,6409,USA
27606,48343,USA
27607,27182,USA
27608,12018,USA
27609,36218,USA
27610,75164,USA
27612,39576,USA
27613,46969,USA
27614,35415,USA
27615,43010,USA
27616,56941,USA
27617,20968,USA
27695,1045,USA
27697,0,USA
27701,25208,USA
27703,61539,USA
27704,39532,USA
27705,50472,USA
27707,49787,USA
27708,3419,USA
27709,5,USA
27712,21683,USA
27713,54988,USA
27801,19043,USA
27803,20882,USA
27804,28707,USA
27805,3164,USA
27806,1950,USA
27807,6749,USA
27808,2324,USA
27809,4345,USA
27810,3439,USA
27812,2358,USA
27813,659,USA
27814,1627,USA
27815,15,USA
27816,2636,USA
27817,6824,USA
27818,1159,USA
27819,241,USA
27820,2486,USA
27821,216,USA
27822,8351,USA
27823,6354,USA
27824,1113,USA
27825,84,USA
27826,1126,USA
27827,41,USA
27828,8673,USA
27829,1786,USA
27830,4377,USA
27831,3009,USA
27832,2630,USA
27834,55051,USA
27837,5871,USA
27839,3509,USA
27840,457,USA
27841,49,USA
27842,1469,USA
27843,931,USA
27844,2932,USA
27845,1489,USA
27846,2731,USA
27847,714,USA
27849,1027,USA
27850,6462,USA
27851,5023,USA
27852,2673,USA
27853,394,USA
27855,5908,USA
27856,17029,USA
27857,1075,USA
27858,52857,USA
27860,1749,USA
27861,70,USA
27862,820,USA
27863,12520,USA
27864,4133,USA
27865,1926,USA
27866,756,USA
27869,1832,USA
27870,25738,USA
27871,3951,USA
27872,222,USA
27873,295,USA
27874,4027,USA
27875,390,USA
27876,1127,USA
27877,2,USA
27878,1323,USA
27879,278,USA
27880,3347,USA
27881,32,USA
27882,7648,USA
27883,3398,USA
27884,1156,USA
27885,802,USA
27886,18776,USA
27888,2100,USA
27889,26054,USA
27890,2150,USA
27891,4626,USA
27892,13864,USA
27893,37131,USA
27896,20683,USA
27897,1370,USA
27909,40606,USA
27910,10662,USA
27915,832,USA
27916,913,USA
27917,658,USA
27919,1120,USA
27920,1181,USA
27921,4978,USA
27922,788,USA
27923,552,USA
27924,2620,USA
27925,3017,USA
27926,1606,USA
27927,1457,USA
27928,1670,USA
27929,2471,USA
27932,11930,USA
27935,1485,USA
27936,994,USA
27937,3524,USA
27938,1330,USA
27939,2722,USA
27941,673,USA
27942,623,USA
27943,577,USA
27944,11406,USA
27946,1154,USA
27947,1139,USA
27948,12095,USA
27949,8151,USA
27950,1918,USA
27953,947,USA
27954,6510,USA
27956,251,USA
27957,1251,USA
27958,12078,USA
27959,3182,USA
27960,797,USA
27962,6788,USA
27964,447,USA
27965,563,USA
27966,1183,USA
27967,428,USA
27968,213,USA
27969,159,USA
27970,2798,USA
27972,343,USA
27973,1610,USA
27974,886,USA
27976,3918,USA
27978,214,USA
27979,1393,USA
27980,1915,USA
27981,1544,USA
27982,132,USA
27983,8945,USA
27985,169,USA
27986,2226,USA
28001,27185,USA
28006,899,USA
28007,631,USA
28009,1210,USA
28012,26202,USA
28016,13313,USA
28017,553,USA
28018,5320,USA
28019,40,USA
28020,2430,USA
28021,13669,USA
28023,15144,USA
28024,14,USA
28025,58260,USA
28027,76478,USA
28031,30836,USA
28032,3279,USA
28033,2862,USA
28034,19258,USA
28036,21244,USA
28037,25596,USA
28039,62,USA
28040,7472,USA
28041,30,USA
28042,111,USA
28043,20183,USA
28052,35332,USA
28054,40548,USA
28056,34332,USA
28071,3147,USA
28072,864,USA
28073,5356,USA
28074,15,USA
28075,21366,USA
28076,358,USA
28077,362,USA
28078,67863,USA
28079,39051,USA
28080,7964,USA
28081,28583,USA
28083,25821,USA
28086,27641,USA
28088,3343,USA
28089,153,USA
28090,7870,USA
28091,1766,USA
28092,38719,USA
28097,6876,USA
28098,3868,USA
28101,736,USA
28102,94,USA
28103,10164,USA
28104,34521,USA
28105,44085,USA
28107,9353,USA
28108,50,USA
28109,541,USA
28110,53316,USA
28112,27126,USA
28114,7351,USA
28115,43413,USA
28117,46917,USA
28119,2044,USA
28120,24017,USA
28124,6922,USA
28125,2687,USA
28127,7571,USA
28128,7119,USA
28129,5817,USA
28133,2550,USA
28134,12411,USA
28135,4779,USA
28136,42,USA
28137,2804,USA
28138,10855,USA
28139,18665,USA
28144,26254,USA
28146,29572,USA
28147,26618,USA
28150,28517,USA
28152,25643,USA
28159,3067,USA
28160,3869,USA
28163,5334,USA
28164,14903,USA
28166,10357,USA
28167,2417,USA
28168,10120,USA
28169,169,USA
28170,10337,USA
28173,64144,USA
28174,9269,USA
28202,16447,USA
28203,18572,USA
28204,9411,USA
28205,49600,USA
28206,14053,USA
28207,9184,USA
28208,38614,USA
28209,24836,USA
28210,46843,USA
28211,31917,USA
28212,41009,USA
28213,47215,USA
28214,42925,USA
28215,61842,USA
28216,57196,USA
28217,28955,USA
28223,5197,USA
28226,40513,USA
28227,57126,USA
28244,0,USA
28262,46048,USA
28269,82422,USA
28270,34613,USA
28273,41404,USA
28274,822,USA
28277,74957,USA
28278,33426,USA
28280,22,USA
28282,0,USA
28301,17670,USA
28303,30842,USA
28304,37120,USA
28305,5844,USA
28306,44615,USA
28307,14426,USA
28308,337,USA
28310,8503,USA
28311,36302,USA
28312,19723,USA
28314,54271,USA
28315,13500,USA
28318,4275,USA
28320,7810,USA
28323,4613,USA
28325,328,USA
28326,26061,USA
28327,18118,USA
28328,25300,USA
28330,384,USA
28331,150,USA
28332,444,USA
28333,10560,USA
28334,23697,USA
28337,9285,USA
28338,3811,USA
28339,6444,USA
28340,8481,USA
28341,3495,USA
28342,178,USA
28343,1368,USA
28344,2982,USA
28345,11546,USA
28347,1555,USA
28348,37476,USA
28349,3070,USA
28350,339,USA
28351,4278,USA
28352,24940,USA
28355,17,USA
28356,5562,USA
28357,2746,USA
28358,32865,USA
28359,1073,USA
28360,12043,USA
28362,44,USA
28363,1257,USA
28364,12402,USA
28365,14653,USA
28366,4948,USA
28367,100,USA
28368,86,USA
28369,2123,USA
28371,7278,USA
28372,13765,USA
28373,2331,USA
28374,18818,USA
28375,181,USA
28376,43160,USA
28377,11081,USA
28378,81,USA
28379,24603,USA
28382,6511,USA
28383,7098,USA
28384,11160,USA
28385,2857,USA
28386,5768,USA
28387,16413,USA
28390,23799,USA
28391,5476,USA
28392,1333,USA
28393,1713,USA
28394,5559,USA
28395,2596,USA
28396,2284,USA
28398,6602,USA
28399,1675,USA
28401,22204,USA
28403,38134,USA
28405,31775,USA
28409,34681,USA
28411,37834,USA
28412,42758,USA
28420,3466,USA
28421,1518,USA
28422,8249,USA
28423,2009,USA
28424,59,USA
28425,10280,USA
28428,6848,USA
28429,8802,USA
28430,1522,USA
28431,6255,USA
28432,1806,USA
28433,4282,USA
28434,957,USA
28435,2241,USA
28436,1829,USA
28438,1541,USA
28439,1165,USA
28441,2965,USA
28442,1487,USA
28443,25074,USA
28444,1955,USA
28445,10243,USA
28447,992,USA
28448,977,USA
28449,1926,USA
28450,2073,USA
28451,39025,USA
28452,577,USA
28453,3251,USA
28454,3175,USA
28455,1681,USA
28456,3502,USA
28457,11008,USA
28458,5587,USA
28460,12591,USA
28461,22141,USA
28462,12674,USA
28463,8494,USA
28464,2086,USA
28465,8020,USA
28466,8773,USA
28467,11770,USA
28468,5047,USA
28469,8171,USA
28470,11141,USA
28472,17308,USA
28478,4274,USA
28479,6087,USA
28480,2476,USA
28501,17964,USA
28504,20180,USA
28508,1922,USA
28509,7,USA
28510,1451,USA
28511,561,USA
28512,3011,USA
28513,10006,USA
28515,2729,USA
28516,11204,USA
28518,7852,USA
28519,389,USA
28520,254,USA
28521,1952,USA
28523,2376,USA
28524,314,USA
28525,3261,USA
28526,2208,USA
28527,1220,USA
28528,588,USA
28529,2050,USA
28530,6771,USA
28531,1127,USA
28532,20340,USA
28533,1792,USA
28537,106,USA
28538,2155,USA
28539,17039,USA
28540,49739,USA
28542,3536,USA
28543,5016,USA
28544,4283,USA
28546,48547,USA
28547,22703,USA
28551,13215,USA
28552,141,USA
28553,382,USA
28554,158,USA
28555,5260,USA
28556,864,USA
28557,14910,USA
28560,28005,USA
28562,39375,USA
28570,21647,USA
28571,2502,USA
28572,6549,USA
28573,2013,USA
28574,18689,USA
28575,164,USA
28577,302,USA
28578,5339,USA
28579,643,USA
28580,12672,USA
28581,187,USA
28582,1891,USA
28584,13584,USA
28585,3617,USA
28586,7865,USA
28587,277,USA
28589,28,USA
28590,28326,USA
28594,3849,USA
28601,53973,USA
28602,29184,USA
28604,7050,USA
28605,3873,USA
28606,2059,USA
28607,35495,USA
28609,6137,USA
28610,10100,USA
28611,648,USA
28612,11835,USA
28613,22970,USA
28615,1915,USA
28616,162,USA
28617,2343,USA
28618,2226,USA
28619,510,USA
28621,9952,USA
28622,2395,USA
28623,1618,USA
28624,1395,USA
28625,38396,USA
28626,2499,USA
28627,1334,USA
28628,117,USA
28629,59,USA
28630,19772,USA
28631,647,USA
28634,5164,USA
28635,3464,USA
28636,4998,USA
28637,1471,USA
28638,11880,USA
28640,4622,USA
28641,47,USA
28642,5336,USA
28643,3233,USA
28644,1598,USA
28645,46004,USA
28646,553,USA
28649,936,USA
28650,12982,USA
28651,6305,USA
28652,73,USA
28653,36,USA
28654,3354,USA
28655,55328,USA
28657,9086,USA
28658,26453,USA
28659,20588,USA
28660,2289,USA
28662,127,USA
28663,701,USA
28664,91,USA
28665,2549,USA
28666,118,USA
28667,376,USA
28668,272,USA
28669,2861,USA
28670,2747,USA
28671,503,USA
28672,34,USA
28673,6761,USA
28675,6138,USA
28676,3471,USA
28677,35926,USA
28678,4999,USA
28679,1911,USA
28681,25181,USA
28682,1126,USA
28683,1740,USA
28684,2065,USA
28685,1831,USA
28689,1846,USA
28690,9124,USA
28692,4161,USA
28693,1425,USA
28694,7769,USA
28697,12674,USA
28698,2141,USA
28701,4311,USA
28702,409,USA
28704,23734,USA
28705,6220,USA
28707,302,USA
28708,662,USA
28709,2214,USA
28710,85,USA
28711,14047,USA
28712,18928,USA
28713,8551,USA
28714,16397,USA
28715,27810,USA
28716,17710,USA
28717,1639,USA
28718,597,USA
28719,7980,USA
28720,125,USA
28721,10370,USA
28722,6223,USA
28723,12297,USA
28725,102,USA
28726,3787,USA
28729,2923,USA
28730,9707,USA
28731,8806,USA
28732,19158,USA
28733,66,USA
28734,29284,USA
28735,322,USA
28736,1026,USA
28739,21251,USA
28740,2273,USA
28741,3736,USA
28742,2981,USA
28743,1980,USA
28745,697,USA
28746,2726,USA
28747,2114,USA
28748,13030,USA
28749,157,USA
28751,3965,USA
28752,29669,USA
28753,11321,USA
28754,8074,USA
28755,21,USA
28756,4156,USA
28757,901,USA
28758,17,USA
28759,7728,USA
28761,8317,USA
28762,6661,USA
28763,2842,USA
28766,1440,USA
28768,6820,USA
28770,35,USA
28771,7581,USA
28772,1365,USA
28773,3204,USA
28774,1571,USA
28775,573,USA
28777,10635,USA
28778,10328,USA
28779,16586,USA
28781,760,USA
28782,5889,USA
28783,1473,USA
28785,8238,USA
28786,21204,USA
28787,21948,USA
28788,168,USA
28789,5804,USA
28790,3128,USA
28791,14899,USA
28792,35962,USA
28801,15148,USA
28803,34108,USA
28804,23964,USA
28805,18554,USA
28806,44621,USA
28901,5212,USA
28902,1398,USA
28904,9004,USA
28905,3277,USA
28906,19896,USA
28909,1060,USA
29001,1935,USA
29003,5859,USA
29006,9608,USA
29009,2474,USA
29010,11564,USA
29014,1702,USA
29015,1329,USA
29016,26245,USA
29018,3256,USA
29020,23264,USA
29030,1827,USA
29031,1158,USA
29032,4379,USA
29033,12575,USA
29036,27047,USA
29037,852,USA
29038,2318,USA
29039,3672,USA
29040,8596,USA
29042,4603,USA
29044,4993,USA
29045,27723,USA
29046,71,USA
29047,3303,USA
29048,4317,USA
29051,781,USA
29052,1634,USA
29053,19239,USA
29054,10774,USA
29055,4117,USA
29056,2162,USA
29058,4671,USA
29059,5662,USA
29061,13684,USA
29062,64,USA
29063,36341,USA
29065,640,USA
29067,10137,USA
29069,4496,USA
29070,15757,USA
29072,65060,USA
29073,48653,USA
29074,343,USA
29075,3189,USA
29078,16430,USA
29079,80,USA
29080,2592,USA
29081,1219,USA
29082,517,USA
29101,2852,USA
29102,16319,USA
29104,1370,USA
29105,1433,USA
29107,2822,USA
29108,20159,USA
29111,1432,USA
29112,4437,USA
29113,1384,USA
29114,1937,USA
29115,28207,USA
29117,273,USA
29118,15446,USA
29122,54,USA
29123,7261,USA
29125,2698,USA
29126,2342,USA
29127,8909,USA
29128,4853,USA
29129,2948,USA
29130,6387,USA
29133,926,USA
29135,8074,USA
29137,2607,USA
29138,10070,USA
29142,4432,USA
29145,706,USA
29146,1453,USA
29148,5856,USA
29150,39460,USA
29152,2078,USA
29153,15013,USA
29154,29706,USA
29160,7921,USA
29161,10728,USA
29162,3537,USA
29163,1840,USA
29164,4253,USA
29166,904,USA
29168,3072,USA
29169,22768,USA
29170,22422,USA
29172,8955,USA
29175,359,USA
29177,213,USA
29178,3153,USA
29180,12445,USA
29201,25259,USA
29203,39449,USA
29204,18059,USA
29205,23586,USA
29206,19304,USA
29207,7035,USA
29208,2330,USA
29209,35738,USA
29210,39299,USA
29212,29739,USA
29223,52477,USA
29225,527,USA
29229,51548,USA
29301,34531,USA
29302,17356,USA
29303,26793,USA
29306,16822,USA
29307,19034,USA
29316,29459,USA
29320,907,USA
29321,2613,USA
29322,9777,USA
29323,16488,USA
29324,165,USA
29325,14300,USA
29329,283,USA
29330,8302,USA
29331,108,USA
29332,2409,USA
29333,517,USA
29334,16472,USA
29335,5316,USA
29338,121,USA
29340,20695,USA
29341,19959,USA
29346,244,USA
29349,36458,USA
29351,1562,USA
29353,3890,USA
29355,781,USA
29356,8893,USA
29360,21242,USA
29364,462,USA
29365,13882,USA
29368,158,USA
29369,16007,USA
29370,1069,USA
29372,4401,USA
29373,262,USA
29374,3615,USA
29375,100,USA
29376,7888,USA
29377,826,USA
29378,286,USA
29379,18068,USA
29384,3968,USA
29385,9005,USA
29388,16017,USA
29401,9145,USA
29403,21363,USA
29404,2161,USA
29405,25620,USA
29406,32730,USA
29407,35373,USA
29409,1957,USA
29410,20238,USA
29412,39687,USA
29414,45150,USA
29418,24154,USA
29420,23619,USA
29424,768,USA
29425,0,USA
29426,1654,USA
29429,3899,USA
29431,6040,USA
29432,2685,USA
29434,658,USA
29435,3819,USA
29436,4198,USA
29437,2389,USA
29438,3137,USA
29439,1891,USA
29440,27451,USA
29445,60558,USA
29446,1115,USA
29448,2337,USA
29449,8018,USA
29450,3400,USA
29451,4417,USA
29452,343,USA
29453,1156,USA
29455,28344,USA
29456,37577,USA
29458,2489,USA
29461,42402,USA
29464,51287,USA
29466,42316,USA
29468,1722,USA
29469,833,USA
29470,4598,USA
29471,1510,USA
29472,10279,USA
29474,2412,USA
29475,2601,USA
29477,6344,USA
29479,6598,USA
29481,1705,USA
29482,1891,USA
29483,56778,USA
29485,57181,USA
29486,41148,USA
29487,2848,USA
29488,21790,USA
29492,19619,USA
29493,115,USA
29501,46528,USA
29505,25269,USA
29506,19967,USA
29510,10392,USA
29511,5550,USA
29512,17941,USA
29516,746,USA
29518,1115,USA
29519,160,USA
29520,13046,USA
29525,1780,USA
29526,51403,USA
29527,26343,USA
29530,3014,USA
29532,19572,USA
29536,15260,USA
29540,4710,USA
29541,9357,USA
29543,617,USA
29544,6788,USA
29545,1615,USA
29546,2315,USA
29547,2601,USA
29550,30013,USA
29554,8346,USA
29555,5878,USA
29556,11530,USA
29560,12668,USA
29563,2288,USA
29564,868,USA
29565,6477,USA
29566,21792,USA
29567,563,USA
29568,15287,USA
29569,17048,USA
29570,3676,USA
29571,14423,USA
29572,10711,USA
29574,10232,USA
29575,18135,USA
29576,32476,USA
29577,34109,USA
29579,50378,USA
29580,1174,USA
29581,3882,USA
29582,18897,USA
29583,4858,USA
29584,2429,USA
29585,16574,USA
29588,48113,USA
29589,85,USA
29590,3415,USA
29591,4516,USA
29592,1128,USA
29593,1637,USA
29594,112,USA
29596,2345,USA
29601,13261,USA
29605,36970,USA
29607,44216,USA
29609,31547,USA
29611,32413,USA
29613,2186,USA
29614,1707,USA
29615,38684,USA
29617,28394,USA
29620,12376,USA
29621,44601,USA
29624,14819,USA
29625,28521,USA
29626,13023,USA
29627,18871,USA
29628,2454,USA
29630,15651,USA
29631,17291,USA
29634,6207,USA
29635,1305,USA
29638,2977,USA
29639,1703,USA
29640,32191,USA
29642,35675,USA
29643,2892,USA
29644,22357,USA
29645,10584,USA
29646,26783,USA
29649,27485,USA
29650,38721,USA
29651,50778,USA
29653,4548,USA
29654,10226,USA
29655,7323,USA
29657,15614,USA
29658,283,USA
29659,98,USA
29661,5963,USA
